國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
美國,絕地戰警FOR LIFE,2020/01/16,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,15,357,-78.28%,"89,420","571,585","136,625,720",20200302,3
美國,絕地戰警FOR LIFE,2020/01/16,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,8,77,-78.43%,"18,210","571,662","136,643,930",20200309,3
美國,絕地戰警FOR LIFE,2020/01/16,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,2,9,-88.31%,"2,340","571,671","136,646,270",20200316,3
美國,絕地戰警FOR LIFE,2020/01/16,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,9,0.00%,"2,430","571,680","136,648,700",20200323,3
美國,絕地戰警FOR LIFE,2020/01/16,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,8,846,"9,300.00%","67,545","572,526","136,716,245",20200330,3
美國,絕地戰警FOR LIFE,2020/01/16,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,8,811,-4.14%,"62,700","573,337","136,778,945",20200406,4
美國,絕地戰警FOR LIFE,2020/01/16,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,6,394,-51.42%,"28,990","573,731","136,807,935",20200413,4
美國,絕地戰警FOR LIFE,2020/01/16,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,5,225,-42.89%,"15,385","573,956","136,823,320",20200420,4
美國,絕地戰警FOR LIFE,2020/01/16,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,5,204,-9.33%,"13,285","574,160","136,836,605",20200427,4
美國,絕地戰警FOR LIFE,2020/01/16,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,3,128,-37.25%,"7,330","574,288","136,843,935",20200504,5
美國,兔嘲男孩,2020/01/16,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",3,35,-43.55%,"4,600","91,101","21,093,938",20200511,5
美國,絕地戰警FOR LIFE,2020/01/16,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,74,0.00%,"7,810","574,429","136,855,275",20200608,6
美國,絕地戰警FOR LIFE,2020/01/16,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,111,50.00%,"12,430","574,540","136,867,705",20200615,6
美國,絕地戰警FOR LIFE,2020/01/16,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,89,-19.82%,"10,270","574,629","136,877,975",20200622,6
美國,絕地戰警FOR LIFE,2020/01/16,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,28,-68.54%,"3,070","574,657","136,881,045",20200629,6
美國,不完美的正義,2020/01/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,88,"18,428",7.23%,"4,255,613","35,614","8,189,288",20200120,1
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,"5,268",-13.50%,"1,263,118","11,358","2,693,423",20200120,1
南韓,青春催落去,2020/01/17,車庫娛樂股份有限公司,CONTENTS PANDA,38,"1,891",-36.46%,"422,977","4,867","1,087,865",20200120,1
丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,13,"1,474",-17.70%,"325,135","3,398","744,699",20200120,1
瑞典,然後我們跳了舞,2020/01/17,海鵬影業有限公司,TOTEM FILMS SAS,10,792,-1.74%,"169,640","1,598","336,550",20200120,1
美國,姊魅,2020/01/17,暗光鳥有限公司,RAVEN BANNER ENTERTAINMENT INC.,4,160,-14.44%,"34,810",347,"76,448",20200120,1
丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,11,638,-56.21%,"144,222","4,019","885,526",20200127,1
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,"3,838",-27.15%,"903,152","15,196","3,596,575",20200127,1
南韓,青春催落去,2020/01/17,車庫娛樂股份有限公司,CONTENTS PANDA,11,137,-92.76%,"30,435","5,004","1,119,300",20200127,1
美國,不完美的正義,2020/01/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,87,"8,999",-51.29%,"2,110,303","44,660","10,310,366",20200127,1
美國,姊魅,2020/01/17,暗光鳥有限公司,RAVEN BANNER ENTERTAINMENT INC.,1,19,-88.13%,"4,040",366,"80,488",20200127,1
瑞典,然後我們跳了舞,2020/01/17,海鵬影業有限公司,TOTEM FILMS SAS,9,431,-44.81%,"91,640","2,018","426,030",20200127,1
美國,不完美的正義,2020/01/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,53,"1,487",-83.48%,"343,917","46,147","10,654,283",20200203,2
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,"1,087",-71.68%,"250,671","16,283","3,847,246",20200203,2
丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,8,320,-49.84%,"73,460","4,339","958,986",20200203,2
瑞典,然後我們跳了舞,2020/01/17,海鵬影業有限公司,TOTEM FILMS SAS,5,142,-67.05%,"31,225","2,160","457,255",20200203,2
南韓,青春催落去,2020/01/17,車庫娛樂股份有限公司,CONTENTS PANDA,2,23,-83.21%,"5,400","5,027","1,124,700",20200203,2
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,31,-8.82%,"7,100","16,966","4,004,592",20200210,2
美國,不完美的正義,2020/01/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,7,33,-21.43%,"7,100","46,804","10,806,462",20200210,2
丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,1,3,-72.73%,720,"4,490","995,771",20200210,2
瑞典,然後我們跳了舞,2020/01/17,海鵬影業有限公司,TOTEM FILMS SAS,1,1,0.00%,220,"2,187","463,385",20200210,2
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,338,-45.31%,"79,143","17,239","4,068,385",20200217,2
美國,不完美的正義,2020/01/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,7,200,-65.64%,"45,255","46,929","10,835,162",20200217,2
丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,1,34,-75.18%,"8,750","4,510","1,000,921",20200217,2
瑞典,然後我們跳了舞,2020/01/17,海鵬影業有限公司,TOTEM FILMS SAS,2,15,-40.00%,"3,055","2,200","466,020",20200217,2
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,258,-23.67%,"60,503","17,497","4,128,888",20200224,2
美國,不完美的正義,2020/01/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,5,44,-78.00%,"10,035","46,973","10,845,197",20200224,2
丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,1,23,-32.35%,"6,050","4,533","1,006,971",20200224,2
南韓,青春催落去,2020/01/17,車庫娛樂股份有限公司,CONTENTS PANDA,1,36,0.00%,"5,760","5,066","1,131,180",20200224,2
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,97,-62.40%,"23,445","17,594","4,152,333",20200302,3
南韓,青春催落去,2020/01/17,車庫娛樂股份有限公司,CONTENTS PANDA,2,118,227.78%,"12,700","5,184","1,143,880",20200302,3
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,121,24.74%,"29,238","17,715","4,181,571",20200309,3
南韓,青春催落去,2020/01/17,車庫娛樂股份有限公司,CONTENTS PANDA,2,124,5.08%,"11,800","5,308","1,155,680",20200309,3
丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,1,10,0.00%,"2,200","4,543","1,009,171",20200309,3
南韓,青春催落去,2020/01/17,車庫娛樂股份有限公司,CONTENTS PANDA,3,91,-26.61%,"9,660","5,399","1,165,340",20200316,3
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,36,-70.25%,"8,545","17,751","4,190,116",20200316,3
丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,1,11,10.00%,"2,580","4,554","1,011,751",20200316,3
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,48,33.33%,"11,270","17,799","4,201,386",20200323,3
南韓,青春催落去,2020/01/17,車庫娛樂股份有限公司,CONTENTS PANDA,2,60,-34.07%,"7,400","5,459","1,172,740",20200323,3
美國,不完美的正義,2020/01/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,30,0.00%,"4,800","47,003","10,849,997",20200323,3
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,69,43.75%,"17,442","17,868","4,218,828",20200330,3
丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,3,58,0.00%,"12,765","4,612","1,024,516",20200330,3
美國,不完美的正義,2020/01/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,34,13.33%,"5,260","47,037","10,855,257",20200330,3
南韓,青春催落去,2020/01/17,車庫娛樂股份有限公司,CONTENTS PANDA,1,24,-60.00%,"3,600","5,483","1,176,340",20200330,3
美國,不完美的正義,2020/01/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,4,223,555.88%,"15,660","47,260","10,870,917",20200406,4
丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,3,61,5.17%,"13,400","4,673","1,037,916",20200406,4
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,14,-79.71%,"3,430","17,882","4,222,258",20200406,4
南韓,青春催落去,2020/01/17,車庫娛樂股份有限公司,CONTENTS PANDA,1,12,-50.00%,"1,760","5,495","1,178,100",20200406,4
美國,不完美的正義,2020/01/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,6,414,85.65%,"29,255","47,674","10,900,172",20200413,4
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,26,85.71%,"6,364","17,908","4,228,622",20200413,4
丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,2,20,-67.21%,"4,890","4,693","1,042,806",20200413,4
南韓,青春催落去,2020/01/17,車庫娛樂股份有限公司,CONTENTS PANDA,1,5,-58.33%,700,"5,500","1,178,800",20200413,4
美國,不完美的正義,2020/01/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,5,299,-27.78%,"22,620","47,973","10,922,792",20200420,4
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,45,73.08%,"10,816","17,953","4,239,438",20200420,4
丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,2,25,25.00%,"5,640","4,718","1,048,446",20200420,4
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,74,64.44%,"17,593","18,027","4,257,031",20200427,4
美國,不完美的正義,2020/01/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,4,132,-55.85%,"9,450","48,105","10,932,242",20200427,4
丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,1,0,-100.00%,0,"4,718","1,048,446",20200427,4
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,52,-29.73%,"12,535","18,079","4,269,566",20200504,5
美國,不完美的正義,2020/01/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,52,-60.61%,"4,020","48,157","10,936,262",20200504,5
美國,不完美的正義,2020/01/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,3,94,80.77%,"9,250","48,251","10,945,512",20200511,5
丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,2,28,0.00%,"5,930","4,746","1,054,376",20200511,5
美國,絕地戰警FOR LIFE,2020/01/17,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,2,67,-47.66%,"3,530","574,355","136,847,465",20200511,5
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,190,72.73%,"46,328","18,379","4,343,195",20200518,5
丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,2,62,121.43%,"12,755","4,808","1,067,131",20200518,5
美國,不完美的正義,2020/01/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,2,114,21.28%,"12,010","48,365","10,957,522",20200518,5
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,143,-24.74%,"34,847","18,522","4,378,042",20200525,5
美國,不完美的正義,2020/01/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,90,-21.05%,"9,620","48,455","10,967,142",20200525,5
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,192,34.27%,"45,719","18,714","4,423,761",20200601,6
美國,不完美的正義,2020/01/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,2,74,-17.78%,"8,190","48,529","10,975,332",20200601,6
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,235,22.40%,"57,128","18,949","4,480,889",20200608,6
美國,不完美的正義,2020/01/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,50,-32.43%,"5,470","48,579","10,980,802",20200608,6
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,180,-23.40%,"43,198","19,129","4,524,087",20200615,6
美國,不完美的正義,2020/01/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,19,-62.00%,"2,080","48,598","10,982,882",20200615,6
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,475,163.89%,"117,679","19,604","4,641,766",20200622,6
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,187,-60.63%,"45,185","19,791","4,686,951",20200629,6
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,177,-5.35%,"42,504","19,968","4,729,455",20200706,7
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,198,11.86%,"46,224","20,166","4,775,679",20200713,7
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,291,46.97%,"69,046","20,457","4,844,725",20200720,7
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,16,402,38.14%,"96,145","20,859","4,940,870",20200727,7
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,15,142,-64.68%,"34,265","21,001","4,975,135",20200803,8
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,15,199,40.14%,"48,635","21,200","5,023,770",20200810,8
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,14,180,-9.55%,"44,128","21,380","5,067,898",20200817,8
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,13,166,-7.78%,"40,251","21,546","5,108,149",20200824,8
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,15,148,-10.84%,"35,916","21,694","5,144,065",20200831,8
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,14,123,10.81%,"30,284","21,928","5,201,695",20200914,9
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,12,66,-46.34%,"15,676","21,994","5,217,371",20200921,9
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,12,155,134.85%,"36,951","22,149","5,254,322",20200928,9
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,12,91,-41.29%,"23,565","22,240","5,277,887",20201005,10
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,12,65,-28.57%,"15,657","22,305","5,293,544",20201012,10
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,11,64,-1.54%,"15,714","22,369","5,309,258",20201019,10
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,12,29,-54.69%,"6,960","22,398","5,316,218",20201026,10
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,10,69,137.93%,"16,679","22,467","5,332,897",20201102,11
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,7,13,-81.16%,"3,000","22,480","5,335,897",20201109,11
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,2,25,92.31%,"6,180","22,505","5,342,077",20201116,11
日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,1,2,-92.00%,480,"22,507","5,342,557",20201123,11
